ID,Count
18288,308.13547672796994
18289,312.61192657391075
18290,317.08837641985156
18291,321.56482626579236
18292,326.04127611173317
18293,330.517725957674
18294,334.99417580362933
18295,339.47062564957014
18296,343.94707549551094
18297,348.4235253414663
18298,352.8999751874071
18299,357.3764250333479
18300,361.8528748792887
18301,366.3293247252295
18302,370.80577457117033
18303,375.2822244171257
18304,379.7586742630665
18305,384.2351241090073
18306,388.7115739549481
18307,393.1880238008889
18308,397.6644736468297
18309,402.1409234927705
18310,406.61737333871133
18311,411.09382318465214
18312,308.5718805171491
18313,313.04833036310447
18314,317.5247802090453
18315,322.0012300549861
18316,326.4776799009269
18317,330.9541297468677
18318,335.4305795928085
18319,339.9070294387493
18320,344.3834792846901
18321,348.85992913064547
18322,353.3363789765863
18323,357.81282882254163
18324,362.28927866848244
18325,366.76572851442324
18326,371.24217836036405
18327,375.71862820630486
18328,380.19507805224566
18329,384.67152789818647
18330,389.1479777441273
18331,393.6244275900681
18332,398.10087743602344
18333,402.57732728196424
18334,407.05377712790505
18335,411.53022697384586
18336,309.0082843063283
18337,313.4847341522691
18338,317.9611839982099
18339,322.4376338441507
18340,326.9140836900915
18341,331.3905335360323
18342,335.86698338198767
18343,340.3434332279285
18344,344.8198830738693
18345,349.29633291982464
18346,353.77278276576544
18347,358.24923261170625
18348,362.72568245764705
18349,367.20213230358786
18350,371.67858214952867
18351,376.155031995484
18352,380.63148184142483
18353,385.10793168736564
18354,389.58438153330644
18355,394.06083137924725
18356,398.53728122518805
18357,403.01373107112886
18358,407.49018091706967
18359,411.96663076301047
18360,309.44468809550744
18361,313.9211379414628
18362,318.3975877874036
18363,322.8740376333444
18364,327.3504874792852
18365,331.826937325226
18366,336.30338717116683
18367,340.77983701710764
18368,345.25628686304844
18369,349.7327367090038
18370,354.2091865549446
18371,358.68563640089997
18372,363.1620862468408
18373,367.6385360927816
18374,372.1149859387224
18375,376.5914357846632
18376,381.067885630604
18377,385.5443354765448
18378,390.0207853224856
18379,394.4972351684264
18380,398.9736850143818
18381,403.4501348603226
18382,407.9265847062634
18383,412.4030345522042
18384,309.8810918846866
18385,314.3575417306274
18386,318.8339915765682
18387,323.31044142250903
18388,327.78689126844984
18389,332.26334111439064
18390,336.739790960346
18391,341.2162408062868
18392,345.6926906522276
18393,350.16914049818297
18394,354.6455903441238
18395,359.1220401900646
18396,363.5984900360054
18397,368.0749398819462
18398,372.551389727887
18399,377.02783957384236
18400,381.50428941978316
18401,385.98073926572397
18402,390.4571891116648
18403,394.9336389576056
18404,399.4100888035464
18405,403.8865386494872
18406,408.362988495428
18407,412.8394383413688
18408,315.84805526130367
18409,320.32450510725903
18410,324.80095495319983
18411,329.27740479914064
18412,333.75385464508145
18413,338.23030449102225
18414,342.70675433696306
18415,347.18320418290386
18416,351.65965402884467
18417,356.1361038748
18418,360.61255372074083
18419,365.0890035666962
18420,369.565453412637
18421,374.0419032585778
18422,378.5183531045186
18423,382.9948029504594
18424,387.4712527964002
18425,391.947702642341
18426,396.42415248828183
18427,400.90060233422264
18428,405.377052180178
18429,409.8535020261188
18430,414.3299518720596
18431,418.8064017180004
18432,316.55486053689674
18433,321.03131038283755
18434,325.50776022877835
18435,329.98421007471916
18436,334.46065992065996
18437,338.93710976660077
18438,343.4135596125561
18439,347.89000945849693
18440,352.36645930443774
18441,356.8429091503931
18442,361.3193589963339
18443,365.7958088422747
18444,370.2722586882155
18445,374.7487085341563
18446,379.2251583800971
18447,383.7016082260525
18448,388.1780580719933
18449,392.6545079179341
18450,397.1309577638749
18451,401.6074076098157
18452,406.0838574557565
18453,410.5603073016973
18454,415.0367571476381
18455,419.51320699357893
18456,317.2616658124607
18457,321.73811565841606
18458,326.21456550435687
18459,330.6910153502977
18460,335.1674651962385
18461,339.6439150421793
18462,344.1203648881201
18463,348.5968147340609
18464,353.0732645800017
18465,357.54971442595706
18466,362.02616427189787
18467,366.5026141178532
18468,370.97906396379403
18469,375.45551380973484
18470,379.93196365567564
18471,384.40841350161645
18472,388.88486334755726
18473,393.36131319349806
18474,397.83776303943887
18475,402.3142128853797
18476,406.79066273133503
18477,411.26711257727584
18478,415.74356242321664
18479,420.22001226915745
18480,317.9684710880538
18481,322.4449209339946
18482,326.9213707799354
18483,331.3978206258762
18484,335.874270471817
18485,340.3507203177578
18486,344.82717016371316
18487,349.30362000965397
18488,353.7800698555948
18489,358.25651970155013
18490,362.73296954749094
18491,367.20941939343174
18492,371.68586923937255
18493,376.16231908531336
18494,380.63876893125416
18495,385.11521877719497
18496,389.5916686231503
18497,394.06811846909113
18498,398.54456831503194
18499,403.02101816097274
18500,407.49746800691355
18501,411.97391785285436
18502,416.45036769879516
18503,420.92681754473597
18504,318.6752763636323
18505,323.15172620958765
18506,327.62817605552846
18507,332.10462590146926
18508,336.58107574741007
18509,341.0575255933509
18510,345.5339754392917
18511,350.0104252852325
18512,354.4868751311733
18513,358.96332497712865
18514,363.43977482306946
18515,367.9162246690248
18516,372.3926745149656
18517,376.8691243609064
18518,381.34557420684723
18519,385.82202405278804
18520,390.29847389872884
18521,394.77492374466965
18522,399.25137359061046
18523,403.72782343655126
18524,408.2042732825066
18525,412.6807231284474
18526,417.15717297438823
18527,421.63362282032904
18528,319.38208163922536
18529,323.85853148516617
18530,328.334981331107
18531,332.8114311770478
18532,337.2878810229886
18533,341.7643308689294
18534,346.24078071488475
18535,350.71723056082556
18536,355.19368040676636
18537,359.6701302527217
18538,364.1465800986625
18539,368.62302994460333
18540,373.09947979054414
18541,377.57592963648494
18542,382.05237948242575
18543,386.52882932836656
18544,391.0052791743219
18545,395.4817290202627
18546,399.9581788662035
18547,404.43462871214433
18548,408.91107855808514
18549,413.38752840402594
18550,417.86397824996675
18551,422.34042809590755
18552,320.0888869148039
18553,324.56533676075924
18554,329.04178660670004
18555,333.51823645264085
18556,337.99468629858166
18557,342.47113614452246
18558,346.94758599046327
18559,351.4240358364041
18560,355.9004856823449
18561,360.37693552830024
18562,364.85338537424104
18563,369.3298352201964
18564,373.8062850661372
18565,378.282734912078
18566,382.7591847580188
18567,387.2356346039596
18568,391.71208444990043
18569,396.18853429584124
18570,400.66498414178204
18571,405.14143398772285
18572,409.61788383366365
18573,414.094333679619
18574,418.5707835255598
18575,423.0472333715006
18576,320.7956921903824
18577,325.2721420363232
18578,329.748591882264
18579,334.2250417282048
18580,338.7014915741456
18581,343.1779414200864
18582,347.6543912660418
18583,352.1308411119826
18584,356.6072909579234
18585,361.08374080387875
18586,365.56019064981956
18587,370.03664049576037
18588,374.5130903417012
18589,378.989540187642
18590,383.4659900335828
18591,387.9424398795236
18592,392.41888972547895
18593,396.89533957141975
18594,401.37178941736056
18595,405.84823926330137
18596,410.3246891092422
18597,414.801138955183
18598,419.2775888011238
18599,423.7540386470646
18600,321.5024974659609
18601,325.9789473119163
18602,330.4553971578571
18603,334.9318470037979
18604,339.4082968497387
18605,343.8847466956795
18606,348.3611965416203
18607,352.8376463875611
18608,357.3140962335019
18609,361.7905460794573
18610,366.2669959253981
18611,370.74344577135344
18612,375.21989561729424
18613,379.69634546323505
18614,384.17279530917585
18615,388.64924515511666
18616,393.12569500105747
18617,397.60214484699827
18618,402.0785946929391
18619,406.5550445388799
18620,411.0314943848207
18621,415.50794423077605
18622,419.98439407671685
18623,424.46084392265766
18624,322.209302741554
18625,326.6857525874948
18626,331.1622024334356
18627,335.6386522793764
18628,340.1151021253172
18629,344.591551971258
18630,349.06800181721337
18631,353.5444516631542
18632,358.020901509095
18633,362.49735135505034
18634,366.97380120099115
18635,371.45025104693195
18636,375.92670089287276
18637,380.40315073881357
18638,384.87960058475437
18639,389.3560504306952
18640,393.83250027665053
18641,398.30895012259134
18642,402.78539996853215
18643,407.26184981447295
18644,411.73829966041376
18645,416.21474950635456
18646,420.69119935229537
18647,425.1676491982362
18648,322.9161080171325
18649,327.3925578630733
18650,331.86900770902866
18651,336.34545755496947
18652,340.8219074009103
18653,345.2983572468511
18654,349.7748070927919
18655,354.2512569387327
18656,358.7277067846735
18657,363.20415663062886
18658,367.68060647656966
18659,372.157056322525
18660,376.63350616846583
18661,381.10995601440663
18662,385.58640586034744
18663,390.06285570628825
18664,394.53930555222905
18665,399.01575539816986
18666,403.49220524411066
18667,407.96865509005147
18668,412.4451049359923
18669,416.92155478194763
18670,421.39800462788844
18671,425.87445447382925
18672,323.62291329272557
18673,328.0993631386664
18674,332.5758129846072
18675,337.052262830548
18676,341.5287126764888
18677,346.0051625224296
18678,350.48161236838496
18679,354.95806221432576
18680,359.43451206026657
18681,363.9109619062219
18682,368.38741175216273
18683,372.86386159810354
18684,377.34031144404435
18685,381.81676128998515
18686,386.29321113592596
18687,390.76966098186676
18688,395.2461108278221
18689,399.7225606737629
18690,404.19901051970373
18691,408.67546036564454
18692,413.15191021158535
18693,417.62836005752615
18694,422.10480990346696
18695,426.58125974940776
18696,323.51851410907693
18697,327.99496395501774
18698,332.4714138009731
18699,336.9478636469139
18700,341.4243134928547
18701,345.9007633387955
18702,350.3772131847363
18703,354.8536630306771
18704,359.33011287661793
18705,363.8065627225733
18706,368.2830125685141
18707,372.75946241446945
18708,377.23591226041026
18709,381.71236210635107
18710,386.18881195229187
18711,390.6652617982327
18712,395.1417116441735
18713,399.6181614901143
18714,404.0946113360551
18715,408.5710611819959
18716,413.0475110279367
18717,417.52396087389207
18718,422.00041071983287
18719,426.4768605657737
18720,323.95491789827065
18721,328.43136774421146
18722,332.90781759015226
18723,337.38426743609307
18724,341.8607172820339
18725,346.3371671279747
18726,350.81361697393004
18727,355.29006681987084
18728,359.76651666581165
18729,364.242966511767
18730,368.7194163577078
18731,373.1958662036486
18732,377.6723160495894
18733,382.14876589553023
18734,386.62521574147104
18735,391.10166558741184
18736,395.5781154333672
18737,400.054565279308
18738,404.5310151252488
18739,409.0074649711896
18740,413.4839148171304
18741,417.96036466307123
18742,422.43681450901204
18743,426.91326435495284
18744,324.39132168743527
18745,328.8677715333761
18746,333.34422137933143
18747,337.82067122527224
18748,342.29712107121304
18749,346.77357091715385
18750,351.25002076309465
18751,355.72647060903546
18752,360.20292045497627
18753,364.6793703009316
18754,369.15582014687243
18755,373.6322699928278
18756,378.1087198387686
18757,382.5851696847094
18758,387.0616195306502
18759,391.538069376591
18760,396.0145192225318
18761,400.4909690684726
18762,404.96741891441343
18763,409.44386876035423
18764,413.92031860629504
18765,418.3967684522504
